CWE_ID,Name,Abstraction,Structure,Status,Mapping_Status,Description
349,Acceptance of Extraneous Untrusted Data With Trusted Data,Base,Simple,Draft,Allowed,"The product, when processing trusted data, accepts any untrusted data that is also included with the trusted data, treating the untrusted data as if it were trusted."
35,Path Traversal: '.../...//',Variant,Simple,Incomplete,Allowed,"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '.../...//' (doubled triple dot slash) sequences that can resolve to a location that is outside of that directory."
350,Reliance on Reverse DNS Resolution for a Security-Critical Action,Variant,Simple,Draft,Allowed,"The product performs reverse DNS resolution on an IP address to obtain the hostname and make a security decision, but it does not properly ensure that the IP address is truly associated with the hostname."
351,Insufficient Type Distinction,Base,Simple,Draft,Allowed,The product does not properly distinguish between different types of elements in a way that leads to insecure behavior.
352,Cross-Site Request Forgery (CSRF),Compound,Composite,Stable,Allowed,"The web application does not, or cannot, sufficiently verify whether a request was intentionally provided by the user who sent the request, which could have originated from an unauthorized actor."
353,Missing Support for Integrity Check,Base,Simple,Draft,Allowed,"The product uses a transmission protocol that does not include a mechanism for verifying the integrity of the data during transmission, such as a checksum."
354,Improper Validation of Integrity Check Value,Base,Simple,Draft,Allowed,"The product does not validate or incorrectly validates the integrity check values or ""checksums"" of a message. This may prevent it from detecting if the data has been modified or corrupted in transmission."
356,Product UI does not Warn User of Unsafe Actions,Base,Simple,Incomplete,Allowed,The product's user interface does not warn the user before undertaking an unsafe action on behalf of that user. This makes it easier for attackers to trick users into inflicting damage to their system.
357,Insufficient UI Warning of Dangerous Operations,Base,Simple,Draft,Allowed,"The user interface provides a warning to a user regarding dangerous or sensitive operations, but the warning is not noticeable enough to warrant attention."
358,Improperly Implemented Security Check for Standard,Base,Simple,Draft,Allowed,"The product does not implement or incorrectly implements one or more security-relevant checks as specified by the design of a standardized algorithm, protocol, or technique."
359,Exposure of Private Personal Information to an Unauthorized Actor,Base,Simple,Incomplete,Allowed,"The product does not properly prevent a person's private, personal information from being accessed by actors who either (1) are not explicitly authorized to access the information or (2) do not have the implicit consent of the person about whom the information is collected."
36,Absolute Path Traversal,Base,Simple,Draft,Allowed,"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize absolute path sequences such as ""/abs/path"" that can resolve to a location that is outside of that directory."
360,Trust of System Event Data,Base,Simple,Incomplete,Allowed,Security based on event locations are insecure and can be spoofed.
363,Race Condition Enabling Link Following,Base,Simple,Draft,Allowed,"The product checks the status of a file or directory before accessing it, which produces a race condition in which the file can be replaced with a link before the access is performed, causing the product to access the wrong file."
364,Signal Handler Race Condition,Base,Simple,Incomplete,Allowed,The product uses a signal handler that introduces a race condition.
366,Race Condition within a Thread,Base,Simple,Draft,Allowed,"If two threads of execution use a resource simultaneously, there exists the possibility that resources may be used while invalid, in turn making the state of execution undefined."
367,Time-of-check Time-of-use (TOCTOU) Race Condition,Base,Simple,Incomplete,Allowed,"The product checks the state of a resource before using that resource, but the resource's state can change between the check and the use in a way that invalidates the results of the check."
368,Context Switching Race Condition,Base,Simple,Draft,Allowed,"A product performs a series of non-atomic actions to switch between contexts that cross privilege or other security boundaries, but a race condition allows an attacker to modify or misrepresent the product's behavior during the switch."
369,Divide By Zero,Base,Simple,Draft,Allowed,The product divides a value by zero.
37,Path Traversal: '/absolute/pathname/here',Variant,Simple,Draft,Allowed,"The product accepts input in the form of a slash absolute path ('/absolute/pathname/here') without appropriate validation, which can allow an attacker to traverse the file system to unintended locations or access arbitrary files."
370,Missing Check for Certificate Revocation after Initial Check,Variant,Simple,Draft,Allowed,"The product does not check the revocation status of a certificate after its initial revocation check, which can cause the product to perform privileged actions even after the certificate is revoked at a later time."
374,Passing Mutable Objects to an Untrusted Method,Base,Simple,Draft,Allowed,The product sends non-cloned mutable data as an argument to a method or function.
375,Returning a Mutable Object to an Untrusted Caller,Base,Simple,Draft,Allowed,Sending non-cloned mutable data as a return value may result in that data being altered or deleted by the calling function.
378,Creation of Temporary File With Insecure Permissions,Base,Simple,Draft,Allowed,"Opening temporary files without appropriate measures or controls can leave the file, its contents and any function that it impacts vulnerable to attack."
379,Creation of Temporary File in Directory with Insecure Permissions,Base,Simple,Incomplete,Allowed,The product creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file.
38,Path Traversal: '\absolute\pathname\here',Variant,Simple,Draft,Allowed,"The product accepts input in the form of a backslash absolute path ('\absolute\pathname\here') without appropriate validation, which can allow an attacker to traverse the file system to unintended locations or access arbitrary files."
382,J2EE Bad Practices: Use of System.exit(),Variant,Simple,Draft,Allowed,"A J2EE application uses System.exit(), which also shuts down its container."
383,J2EE Bad Practices: Direct Use of Threads,Variant,Simple,Draft,Allowed,Thread management in a Web application is forbidden in some circumstances and is always highly error prone.
384,Session Fixation,Compound,Composite,Incomplete,Allowed,"Authenticating a user, or otherwise establishing a new user session, without invalidating any existing session identifier gives an attacker the opportunity to steal authenticated sessions."
385,Covert Timing Channel,Base,Simple,Incomplete,Allowed,"Covert timing channels convey information by modulating some aspect of system behavior over time, so that the program receiving the information can observe system behavior and infer protected information."
386,Symbolic Name not Mapping to Correct Object,Base,Simple,Draft,Allowed,"A constant symbolic reference to an object is used, even though the reference can resolve to a different object over time."
39,Path Traversal: 'C:dirname',Variant,Simple,Draft,Allowed,The product accepts input that contains a drive letter or Windows volume letter ('C:dirname') that potentially redirects access to an unintended location or arbitrary file.
390,Detection of Error Condition Without Action,Base,Simple,Draft,Allowed,"The product detects a specific error, but takes no actions to handle the error."
392,Missing Report of Error Condition,Base,Simple,Draft,Allowed,The product encounters an error but does not provide a status code or return value to indicate that an error has occurred.
393,Return of Wrong Status Code,Base,Simple,Draft,Allowed,"A function or operation returns an incorrect return value or status code that does not indicate the true result of execution, causing the product to modify its behavior based on the incorrect result."
394,Unexpected Status Code or Return Value,Base,Simple,Draft,Allowed,"The product does not properly check when a function or operation returns a value that is legitimate for the function, but is not expected by the product."
395,Use of NullPointerException Catch to Detect NULL Pointer Dereference,Base,Simple,Draft,Allowed,Catching NullPointerException should not be used as an alternative to programmatic checks to prevent dereferencing a null pointer.
396,Declaration of Catch for Generic Exception,Base,Simple,Draft,Allowed,Catching overly broad exceptions promotes complex error handling code that is more likely to contain security vulnerabilities.
397,Declaration of Throws for Generic Exception,Base,Simple,Draft,Allowed,The product throws or raises an overly broad exceptions that can hide important details and produce inappropriate responses to certain conditions.
40,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),Variant,Simple,Draft,Allowed,The product accepts input that identifies a Windows UNC share ('\\UNC\share\name') that potentially redirects access to an unintended location or arbitrary file.
401,Missing Release of Memory after Effective Lifetime,Variant,Simple,Draft,Allowed,"The product does not sufficiently track and release allocated memory after it has been used, making the memory unavailable for reallocation and reuse."
403,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak'),Base,Simple,Draft,Allowed,"A process does not close sensitive file descriptors before invoking a child process, which allows the child to perform unauthorized I/O operations using those descriptors."
408,Incorrect Behavior Order: Early Amplification,Base,Simple,Draft,Allowed,The product allows an entity to perform a legitimate but expensive operation before authentication or authorization has taken place.
409,Improper Handling of Highly Compressed Data (Data Amplification),Base,Simple,Incomplete,Allowed,The product does not handle or incorrectly handles a compressed input with a very high compression ratio that produces a large output.
41,Improper Resolution of Path Equivalence,Base,Simple,Incomplete,Allowed,The product is vulnerable to file system contents disclosure through path equivalence. Path equivalence involves the use of special characters in file and directory names. The associated manipulations are intended to generate multiple names for the same object.
410,Insufficient Resource Pool,Class,Simple,Incomplete,Allowed,"The product's resource pool is not large enough to handle peak demand, which allows an attacker to prevent others from accessing the resource by using a (relatively) large number of requests for resources."
412,Unrestricted Externally Accessible Lock,Base,Simple,Incomplete,Allowed,"The product properly checks for the existence of a lock, but the lock can be externally controlled or influenced by an actor that is outside of the intended sphere of control."
413,Improper Resource Locking,Base,Simple,Draft,Allowed,The product does not lock or does not correctly lock a resource when the product must have exclusive access to the resource.
414,Missing Lock Check,Base,Simple,Draft,Allowed,A product does not check to see if a lock is present before performing sensitive operations on a resource.
415,Double Free,Variant,Simple,Draft,Allowed,The product calls free() twice on the same memory address.
416,Use After Free,Variant,Simple,Stable,Allowed,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a location somewhere within the new allocation. Any operations using the original pointer are no longer valid because the memory ""belongs"" to the code that operates on the new pointer."
419,Unprotected Primary Channel,Base,Simple,Draft,Allowed,"The product uses a primary channel for administration or restricted functionality, but it does not properly protect the channel."
42,Path Equivalence: 'filename.' (Trailing Dot),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of trailing dot ('filedir.') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
420,Unprotected Alternate Channel,Base,Simple,Draft,Allowed,"The product protects a primary channel, but it does not use the same level of protection for an alternate channel."
421,Race Condition During Access to Alternate Channel,Base,Simple,Draft,Allowed,"The product opens an alternate channel to communicate with an authorized user, but the channel is accessible to other actors."
422,Unprotected Windows Messaging Channel ('Shatter'),Variant,Simple,Draft,Allowed,"The product does not properly verify the source of a message in the Windows Messaging System while running at elevated privileges, creating an alternate channel through which an attacker can directly send a message to the product."
425,Direct Request ('Forced Browsing'),Base,Simple,Incomplete,Allowed,"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files."
428,Unquoted Search Path or Element,Base,Simple,Draft,Allowed,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path."
43,Path Equivalence: 'filename....' (Multiple Trailing Dot),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of multiple trailing dot ('filedir....') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
430,Deployment of Wrong Handler,Base,Simple,Incomplete,Allowed,"The wrong ""handler"" is assigned to process an object."
431,Missing Handler,Base,Simple,Draft,Allowed,A handler is not available or implemented.
432,Dangerous Signal Handler not Disabled During Sensitive Operations,Base,Simple,Draft,Allowed,"The product uses a signal handler that shares state with other signal handlers, but it does not properly mask or prevent those signal handlers from being invoked while the original signal handler is still running."
433,Unparsed Raw Web Content Delivery,Variant,Simple,Incomplete,Allowed,The product stores raw content or supporting code under the web document root with an extension that is not specifically handled by the server.
434,Unrestricted Upload of File with Dangerous Type,Base,Simple,Draft,Allowed,The product allows the upload or transfer of dangerous file types that are automatically processed within its environment.
437,Incomplete Model of Endpoint Features,Base,Simple,Incomplete,Allowed,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model."
439,Behavioral Change in New Version or Environment,Base,Simple,Draft,Allowed,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B."
44,Path Equivalence: 'file.name' (Internal Dot),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of internal dot ('file.ordir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
440,Expected Behavior Violation,Base,Simple,Draft,Allowed,"A feature, API, or function does not perform according to its specification."
444,Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),Base,Simple,Incomplete,Allowed,"The product acts as an intermediary HTTP agent
         (such as a proxy or firewall) in the data flow between two
         entities such as a client and server, but it does not
         interpret malformed HTTP requests or responses in ways that
         are consistent with how the messages will be processed by
         those entities that are at the ultimate destination."
447,Unimplemented or Unsupported Feature in UI,Base,Simple,Draft,Allowed,"A UI function for a security feature appears to be supported and gives feedback to the user that suggests that it is supported, but the underlying functionality is not implemented."
448,Obsolete Feature in UI,Base,Simple,Draft,Allowed,A UI function is obsolete and the product does not warn the user.
449,The UI Performs the Wrong Action,Base,Simple,Incomplete,Allowed,The UI performs the wrong action with respect to the user's request.
45,Path Equivalence: 'file...name' (Multiple Internal Dot),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of multiple internal dot ('file...dir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
450,Multiple Interpretations of UI Input,Base,Simple,Draft,Allowed,The UI has multiple interpretations of user input but does not prompt the user when it selects the less secure interpretation.
453,Insecure Default Variable Initialization,Variant,Simple,Draft,Allowed,"The product, by default, initializes an internal variable with an insecure or less secure value than is possible."
454,External Initialization of Trusted Variables or Data Stores,Base,Simple,Draft,Allowed,The product initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.
455,Non-exit on Failed Initialization,Base,Simple,Draft,Allowed,"The product does not exit or otherwise modify its operation when security-relevant errors occur during initialization, such as when a configuration file has a format error or a hardware security module (HSM) cannot be activated, which can cause the product to execute in a less secure fashion than intended by the administrator."
456,Missing Initialization of a Variable,Variant,Simple,Draft,Allowed,"The product does not initialize critical variables, which causes the execution environment to use unexpected values."
457,Use of Uninitialized Variable,Variant,Simple,Draft,Allowed,"The code uses a variable that has not been initialized, leading to unpredictable or unintended results."
459,Incomplete Cleanup,Base,Simple,Draft,Allowed,"The product does not properly ""clean up"" and remove temporary or supporting resources after they have been used."
46,Path Equivalence: 'filename ' (Trailing Space),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of trailing space ('filedir ') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
460,Improper Cleanup on Thrown Exception,Base,Simple,Draft,Allowed,"The product does not clean up its state or incorrectly cleans up its state when an exception is thrown, leading to unexpected state or control flow."
462,Duplicate Key in Associative List (Alist),Variant,Simple,Incomplete,Allowed,Duplicate keys in associative lists can lead to non-unique keys being mistaken for an error.
463,Deletion of Data Structure Sentinel,Base,Simple,Incomplete,Allowed,The accidental deletion of a data-structure sentinel can cause serious programming logic problems.
464,Addition of Data Structure Sentinel,Base,Simple,Incomplete,Allowed,The accidental addition of a data-structure sentinel can cause serious programming logic problems.
466,Return of Pointer Value Outside of Expected Range,Base,Simple,Draft,Allowed,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.
467,Use of sizeof() on a Pointer Type,Variant,Simple,Draft,Allowed,"The code calls sizeof() on a pointer type, which can be an incorrect calculation if the programmer intended to determine the size of the data that is being pointed to."
468,Incorrect Pointer Scaling,Base,Simple,Incomplete,Allowed,"In C and C++, one may often accidentally refer to the wrong memory due to the semantics of when math operations are implicitly scaled."
469,Use of Pointer Subtraction to Determine Size,Base,Simple,Draft,Allowed,"The product subtracts one pointer from another in order to determine size, but this calculation can be incorrect if the pointers do not exist in the same memory chunk."
47,Path Equivalence: ' filename' (Leading Space),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of leading space (' filedir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),Base,Simple,Draft,Allowed,"The product uses external input with reflection to select which classes or code to use, but it does not sufficiently prevent the input from selecting improper classes or code."
471,Modification of Assumed-Immutable Data (MAID),Base,Simple,Draft,Allowed,The product does not properly protect an assumed-immutable element from being modified by an attacker.
472,External Control of Assumed-Immutable Web Parameter,Base,Simple,Draft,Allowed,"The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields."
473,PHP External Variable Modification,Variant,Simple,Draft,Allowed,"A PHP application does not properly protect against the modification of variables from external sources, such as query parameters or cookies. This can expose the application to numerous weaknesses that would not exist otherwise."
474,Use of Function with Inconsistent Implementations,Base,Simple,Draft,Allowed,The code uses a function that has inconsistent implementations across operating systems and versions.
475,Undefined Behavior for Input to API,Base,Simple,Incomplete,Allowed,The behavior of this function is undefined unless its control parameter is set to a specific value.
476,NULL Pointer Dereference,Base,Simple,Stable,Allowed,The product dereferences a pointer that it expects to be valid but is NULL.
477,Use of Obsolete Function,Base,Simple,Draft,Allowed,"The code uses deprecated or obsolete functions, which suggests that the code has not been actively reviewed or maintained."
478,Missing Default Case in Multiple Condition Expression,Base,Simple,Draft,Allowed,"The code does not have a default case in an expression with multiple conditions, such as a switch statement."
479,Signal Handler Use of a Non-reentrant Function,Variant,Simple,Draft,Allowed,The product defines a signal handler that calls a non-reentrant function.
48,Path Equivalence: 'file name' (Internal Whitespace),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of internal space ('file(SPACE)name') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
480,Use of Incorrect Operator,Base,Simple,Draft,Allowed,"The product accidentally uses the wrong operator, which changes the logic in security-relevant ways."
481,Assigning instead of Comparing,Variant,Simple,Draft,Allowed,The code uses an operator for assignment when the intention was to perform a comparison.
482,Comparing instead of Assigning,Variant,Simple,Draft,Allowed,The code uses an operator for comparison when the intention was to perform an assignment.
483,Incorrect Block Delimitation,Base,Simple,Draft,Allowed,"The code does not explicitly delimit a block that is intended to contain 2 or more statements, creating a logic error."
484,Omitted Break Statement in Switch,Base,Simple,Draft,Allowed,"The product omits a break statement within a switch or similar construct, causing code associated with multiple conditions to execute. This can cause problems when the programmer only intended to execute code associated with one condition."
486,Comparison of Classes by Name,Variant,Simple,Draft,Allowed,"The product compares classes by name, which can cause it to use the wrong class when multiple classes can have the same name."
487,Reliance on Package-level Scope,Base,Simple,Incomplete,Allowed,"Java packages are not inherently closed; therefore, relying on them for code security is not a good practice."
488,Exposure of Data Element to Wrong Session,Base,Simple,Draft,Allowed,"The product does not sufficiently enforce boundaries between the states of different sessions, causing data to be provided to, or used by, the wrong session."
489,Active Debug Code,Base,Simple,Draft,Allowed,The product is released with debugging code still enabled or active.
49,Path Equivalence: 'filename/' (Trailing Slash),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of trailing slash ('filedir/') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
491,Public cloneable() Method Without Final ('Object Hijack'),Variant,Simple,Draft,Allowed,"A class has a cloneable() method that is not declared final, which allows an object to be created without calling the constructor. This can cause the object to be in an unexpected state."
492,Use of Inner Class Containing Sensitive Data,Variant,Simple,Draft,Allowed,Inner classes are translated into classes that are accessible at package scope and may expose code that the programmer intended to keep private to attackers.
493,Critical Public Variable Without Final Modifier,Variant,Simple,Draft,Allowed,"The product has a critical public variable that is not final, which allows the variable to be modified to contain unexpected values."
494,Download of Code Without Integrity Check,Base,Simple,Draft,Allowed,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.
495,Private Data Structure Returned From A Public Method,Variant,Simple,Draft,Allowed,"The product has a method that is declared public, but returns a reference to a private data structure, which could then be modified in unexpected ways."
496,Public Data Assigned to Private Array-Typed Field,Variant,Simple,Incomplete,Allowed,Assigning public data to a private array is equivalent to giving public access to the array.
497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,Base,Simple,Incomplete,Allowed,The product does not properly prevent sensitive system-level information from being accessed by unauthorized actors who do not have the same level of access to the underlying system as the product does.
498,Cloneable Class Containing Sensitive Information,Variant,Simple,Draft,Allowed,"The code contains a class with sensitive data, but the class is cloneable. The data can then be accessed by cloning the class."
499,Serializable Class Containing Sensitive Data,Variant,Simple,Draft,Allowed,"The code contains a class with sensitive data, but the class does not explicitly deny serialization. The data can be accessed by serializing the class through another class."
5,J2EE Misconfiguration: Data Transmission Without Encryption,Variant,Simple,Draft,Allowed,Information sent over a network can be compromised while in transit. An attacker may be able to read or modify the contents if the data are sent in plaintext or are weakly encrypted.
50,Path Equivalence: '//multiple/leading/slash',Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of multiple leading slash ('//multiple/leading/slash') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
500,Public Static Field Not Marked Final,Variant,Simple,Draft,Allowed,"An object contains a public static field that is not marked final, which might allow it to be modified in unexpected ways."
501,Trust Boundary Violation,Base,Simple,Draft,Allowed,The product mixes trusted and untrusted data in the same data structure or structured message.
502,Deserialization of Untrusted Data,Base,Simple,Draft,Allowed,The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid.
507,Trojan Horse,Base,Simple,Incomplete,Allowed,"The product appears to contain benign or useful functionality, but it also contains code that is hidden from normal operation that violates the intended security policy of the user or the system administrator."
508,Non-Replicating Malicious Code,Base,Simple,Incomplete,Allowed,Non-replicating malicious code only resides on the target system or product that is attacked; it does not attempt to spread to other systems.
509,Replicating Malicious Code (Virus or Worm),Base,Simple,Incomplete,Allowed,"Replicating malicious code, including viruses and worms, will attempt to attack other systems once it has successfully compromised the target system or the product."
51,Path Equivalence: '/multiple//internal/slash',Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of multiple internal slash ('/multiple//internal/slash/') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
510,Trapdoor,Base,Simple,Incomplete,Allowed,"A trapdoor is a hidden piece of code that responds to a special input, allowing its user access to resources without passing through the normal security enforcement mechanism."
511,Logic/Time Bomb,Base,Simple,Incomplete,Allowed,"The product contains code that is designed to disrupt the legitimate operation of the product (or its environment) when a certain time passes, or when a certain logical condition is met."
512,Spyware,Base,Simple,Incomplete,Allowed,"The product collects personally identifiable information about a human user or the user's activities, but the product accesses this information using other resources besides itself, and it does not require that user's explicit approval or direct input into the product."
515,Covert Storage Channel,Base,Simple,Incomplete,Allowed,A covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. What distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.
52,Path Equivalence: '/multiple/trailing/slash//',Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of multiple trailing slash ('/multiple/trailing/slash//') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
520,.NET Misconfiguration: Use of Impersonation,Variant,Simple,Incomplete,Allowed,Allowing a .NET application to run at potentially escalated levels of access to the underlying operating and file systems can be dangerous and result in various forms of attacks.
521,Weak Password Requirements,Base,Simple,Draft,Allowed,The product does not require that users should have strong passwords.
523,Unprotected Transport of Credentials,Base,Simple,Incomplete,Allowed,Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.
524,Use of Cache Containing Sensitive Information,Base,Simple,Incomplete,Allowed,"The code uses a cache that contains sensitive information, but the cache can be read by an actor outside of the intended control sphere."
525,Use of Web Browser Cache Containing Sensitive Information,Variant,Simple,Incomplete,Allowed,The web application does not use an appropriate caching policy that specifies the extent to which each web page and associated form fields should be cached.
526,Cleartext Storage of Sensitive Information in an Environment Variable,Variant,Simple,Incomplete,Allowed,The product uses an environment variable to store unencrypted sensitive information.
527,Exposure of Version-Control Repository to an Unauthorized Control Sphere,Variant,Simple,Incomplete,Allowed,"The product stores a CVS, git, or other repository in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors."
528,Exposure of Core Dump File to an Unauthorized Control Sphere,Variant,Simple,Draft,Allowed,"The product generates a core dump file in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors."
529,Exposure of Access Control List Files to an Unauthorized Control Sphere,Variant,Simple,Incomplete,Allowed,The product stores access control list files in a directory or other container that is accessible to actors outside of the intended control sphere.
53,Path Equivalence: '\multiple\\internal\backslash',Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of multiple internal backslash ('\multiple\trailing\\slash') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
530,Exposure of Backup File to an Unauthorized Control Sphere,Variant,Simple,Incomplete,Allowed,A backup file is stored in a directory or archive that is made accessible to unauthorized actors.
531,Inclusion of Sensitive Information in Test Code,Variant,Simple,Incomplete,Allowed,"Accessible test applications can pose a variety of security risks. Since developers or administrators rarely consider that someone besides themselves would even know about the existence of these applications, it is common for them to contain sensitive information or functions."
532,Insertion of Sensitive Information into Log File,Base,Simple,Incomplete,Allowed,The product writes sensitive information to a log file.
535,Exposure of Information Through Shell Error Message,Variant,Simple,Incomplete,Allowed,"A command shell error message indicates that there exists an unhandled exception in the web application code. In many cases, an attacker can leverage the conditions that cause these errors in order to gain unauthorized access to the system."
536,Servlet Runtime Error Message Containing Sensitive Information,Variant,Simple,Incomplete,Allowed,A servlet error message indicates that there exists an unhandled exception in the web application code and may provide useful information to an attacker.
537,Java Runtime Error Message Containing Sensitive Information,Variant,Simple,Incomplete,Allowed,"In many cases, an attacker can leverage the conditions that cause unhandled exception errors in order to gain unauthorized access to the system."
538,Insertion of Sensitive Information into Externally-Accessible File or Directory,Base,Simple,Draft,Allowed,"The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information."
539,Use of Persistent Cookies Containing Sensitive Information,Variant,Simple,Incomplete,Allowed,"The web application uses persistent cookies, but the cookies contain sensitive information."
54,Path Equivalence: 'filedir\' (Trailing Backslash),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of trailing backslash ('filedir\') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
540,Inclusion of Sensitive Information in Source Code,Base,Simple,Incomplete,Allowed,Source code on a web server or repository often contains sensitive information and should generally not be accessible to users.
541,Inclusion of Sensitive Information in an Include File,Variant,Simple,Incomplete,Allowed,"If an include file source is accessible, the file can contain usernames and passwords, as well as sensitive information pertaining to the application and system."
543,Use of Singleton Pattern Without Synchronization in a Multithreaded Context,Variant,Simple,Incomplete,Allowed,The product uses the singleton pattern when creating a resource within a multithreaded environment.
544,Missing Standardized Error Handling Mechanism,Base,Simple,Draft,Allowed,"The product does not use a standardized method for handling errors throughout the code, which might introduce inconsistent error handling and resultant weaknesses."
546,Suspicious Comment,Variant,Simple,Draft,Allowed,"The code contains comments that suggest the presence of bugs, incomplete functionality, or weaknesses."
547,"Use of Hard-coded, Security-relevant Constants",Base,Simple,Draft,Allowed,"The product uses hard-coded constants instead of symbolic names for security-critical values, which increases the likelihood of mistakes during code maintenance or security policy change."
548,Exposure of Information Through Directory Listing,Variant,Simple,Draft,Allowed,The product inappropriately exposes a directory listing with an index of all the resources located inside of the directory.
549,Missing Password Field Masking,Base,Simple,Draft,Allowed,"The product does not mask passwords during entry, increasing the potential for attackers to observe and capture passwords."
55,Path Equivalence: '/./' (Single Dot Directory),Variant,Simple,Incomplete,Allowed,"The product accepts path input in the form of single dot directory exploit ('/./') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files."
550,Server-generated Error Message Containing Sensitive Information,Variant,Simple,Incomplete,Allowed,"Certain conditions, such as network failure, will cause a server error message to be displayed."
551,Incorrect Behavior Order: Authorization Before Parsing and Canonicalization,Base,Simple,Incomplete,Allowed,"If a web server does not fully parse requested URLs before it examines them for authorization, it may be possible for an attacker to bypass authorization protection."
552,Files or Directories Accessible to External Parties,Base,Simple,Draft,Allowed,"The product makes files or directories accessible to unauthorized actors, even though they should not be."
553,Command Shell in Externally Accessible Directory,Variant,Simple,Incomplete,Allowed,A possible shell file exists in /cgi-bin/ or other accessible directories. This is extremely dangerous and can be used by an attacker to execute commands on the web server.
554,ASP.NET Misconfiguration: Not Using Input Validation Framework,Variant,Simple,Draft,Allowed,The ASP.NET application does not use an input validation framework.
555,J2EE Misconfiguration: Plaintext Password in Configuration File,Variant,Simple,Draft,Allowed,The J2EE application stores a plaintext password in a configuration file.
556,ASP.NET Misconfiguration: Use of Identity Impersonation,Variant,Simple,Incomplete,Allowed,Configuring an ASP.NET application to run with impersonated credentials may give the application unnecessary privileges.
558,Use of getlogin() in Multithreaded Application,Variant,Simple,Draft,Allowed,"The product uses the getlogin() function in a multithreaded context, potentially causing it to return incorrect values."
